국가,대학명,지원가능 전공(SKKU),해외대학 수학 전공,최소 GPA,완료 학기 수,최소 학점,최대 학점,위치(도심 거리),수업 언어,어학 요건,특징,출처 요약,참고 링크,문의 이메일
NETHERLANDS,Radboud University,모든 전공,교환학생 수용하는 모든 학과,담당자 이메일 문의,명시 없음 (법·경영 과목은 60 ECTS 이수 필요),제한 없음 (비자상 25 ECTS 필요),제한 없음 (통상 30 ECTS),준도시 — 소도시 니메헌 시내 (위트레흐트에서 기차 약 1시간),"네덜란드어, 영어",IELTS Academic 6.0점 이상 또는 TOEFL iBT 80점 이상 또는 PTE Academic 61점 이상 또는 Cambridge B2 First 173점 이상,유럽 한복판 주말 배낭여행 거점 · 고즈넉한 유럽 대학도시 낭만 · 미식과 카페 문화 유명 도시,GPA:이메일문의 · 어학:웹 · 수업언어:웹 · 전공:시트 · 위치:AI추정,https://www.ru.nl/en/education/more-education-and-training/courses-for-exchange-students/for-partner-universities,studentexchange@ru.nl
NETHERLANDS,Tilburg University,경제대학/경영대학,교환학생 수용하는 모든 학과 개방,제한 없음/명시 없음,3학기 이상 (권장 4학기),1과목 (보통 6 ECTS),36 ECTS,준도시 — 소도시 틸뷔르흐 시내 (로테르담에서 기차 약 80분),영어,학부: IELTS 6.0점 또는 TOEFL iBT 80점 이상 / 석사: IELTS 6.5점 또는 TOEFL iBT 95점 이상,교내 기숙사 미보장·조기신청 필요 · 유럽 내륙 교통 허브로 주말 여행 편리 · 조용한 대학도시에서 집중적 학업 가능 · 로테르담 접근성 좋은 문화·쇼핑 기회,GPA:시트 · 어학:웹 · 수업언어:웹 · 전공:시트 · 위치:AI추정,https://www.tilburguniversity.edu/education/exchange-programs,studyabroad@tilburguniversity.edu
NETHERLANDS,NHL Stenden University of Applied Sciences,모든 전공,교환학생 수용하는 모든 학과,2.0/4.0,4학기 이상,30 ECTS,36 ECTS,준도시 — 소도시 르우아르던 시내 (암스테르담에서 기차 약 2시간 30분),영어,영어 CEFR B2 이상,유럽 한복판 주말 배낭여행 거점 · 휴양 도시 분위기 바다 접근성 · 소도시 낭만 고즈넉한 유럽 생활,GPA:시트 · 어학:시트 · 수업언어:웹 · 전공:시트 · 위치:AI추정,https://www.nhlstenden.com/en/why-nhl-stenden/international-opportunities/exchange,io@nhlstenden.com
NETHERLANDS,Fontys University of Applied Sciences,모든 전공,교환학생 수용하는 모든 학과,프로그램별 상이,2학기 이상,30 ECTS,30 ECTS,도시 — 에인트호번 도심에 위치,영어,프로그램별 상이,유럽 한복판 주말 배낭여행 거점 · 미식·카페 문화 발달한 첨단 도시,GPA:시트 · 어학:시트 · 수업언어:웹 · 전공:시트 · 위치:AI추정,Exchange programmes | Fontys,studyabroad@fontys.nl
NETHERLANDS,Maastricht University,모든 전공,"(마흐스트리트 지원자는 본인이 지원하고자 하는 영역을 아래에서 정확하게 확인하시고, 지원 시 캠퍼스를 기재하시기 바랍니다)
1. School of Business and Economics (10명)
 2. Univeristy College Maastricht (1명)
 3. Maastricht Science Programme(2명) - Maastricht Campus",3.0/4.0 (경영경제대학 SBE는 제한 없음),"2학기 이상 (SBE 기준, 60 ECTS)",학부별 상이 (UCM 20 ECTS 등),30 ECTS (학부별 상이),준도시 — 소도시 마스트리흐트 시내 (아헨에서 버스 및 기차 환승 약 60분),영어,"학부별 상이 (MSP는 TOEFL iBT 90점 이상 등, UCM은 웹사이트 참조)",유럽 교통 허브로 주말 여행 편리 · 역사적 건축물 가득한 중세 도시 분위기 · 네덜란드에서 가장 오래된 대학 도시,GPA:시트 · 어학:시트 · 수업언어:시트 · 전공:시트 · 위치:AI추정,"1. School of Business and Economics: https://www.maastrichtuniversity.nl/education/exchange/sbe
 2. Univeristy College Maastricht: www.ucm.nl/exchange 
 3. Maastricht Science Programme: https://www.maastrichtuniversity.nl/education/exchange/faculty-science-and-engineering/msp-exchange-programme","1. School of Business and Economics: incoming-sbe@maastrichtuniversity.nl
 2. Univeristy College Maastricht: ucm-iro-incoming@maastrichtuniversity.nl
 3. Maastricht Science Programme: fse-iro@maastrichtuniversity.nl"
NETHERLANDS,Inholland University of Applied Sciences,모든 전공,교환학생 수용하는 모든 학과 개방,제한 없음/명시 없음,4학기 이상,30 ECTS (고정 패키지),30 ECTS (고정 패키지),도시 — 암스테르담 도심에 위치,영어,영어 CEFR B2 이상,유럽 배낭여행 거점으로 접근성 우수 · 미식·카페 문화 풍부한 도시 분위기,GPA:시트 · 어학:시트 · 수업언어:시트 · 전공:시트 · 위치:AI추정,For this year: https://www.inholland.nl/inhollandcom/exchange/ects-course-guides/course-catalogue-2025-2026/,incoming@inholland.nl
NETHERLANDS,Erasmus University Rotterdam,글로벌경제학과,교환학생 수용하는 모든 학과,"명시 없음 (미시·거시경제, 통계, 수학 선수과목 요구)",2학기 이상 (1년),24 ECTS (권장),30 ECTS,도시 — 로테르담 도심에 위치,영어,TOEFL iBT 90점 이상 또는 IELTS 6.5점 이상,유럽 물류 중심지 도시 경제 체험 · 현대적 항구 도시 문화·예술 활기 · 네덜란드 제2의 도시 글로벌 분위기,GPA:시트 · 어학:시트 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://www.eur.nl/en/ese/exchange/visiting-students,incoming.exchange@ese.eur.nl
NETHERLANDS,HU University of Applied Sciences Utrecht,모든 전공,교환학생 수용하는 모든 학과,제한 없음/명시 없음,4학기 이상,30 ECTS,35 ECTS,도시 — 위트레흐트 도심에 위치,영어,영어 CEFR B2 이상,유럽 내 교통 허브로 주말 여행 편리 · 운하·자전거 문화 중심의 친환경 도시,GPA:시트 · 어학:시트 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://www.internationalhu.com/programmes#/typeofprogramme=a90b3191-d174-4155-b7c9-7b3e39665cc3,exchange@hu.nl
NETHERLANDS,Vrije Universiteit Amsterdam,모든 전공,교환학생 수용하는 모든 학과,제한 없음/명시 없음,2학기 이상,24 ECTS,36 ECTS,준도시 — 암스테르담 도심까지 트램 약 15분,영어,명시 없음,유럽 배낭여행 거점으로 접근성 우수 · 미식·카페 문화 풍부한 도시 분위기 · 현대적 학습 시설 갖춘 대학 캠퍼스,GPA:시트 · 어학:시트 · 수업언어:웹 · 전공:시트 · 위치:AI추정,https://vu.nl/en/education/exchange,incoming@vu.nl
NETHERLANDS,Leiden University,모든 전공,모든 학부 개방(의·약·법 포함),3.0/4.0,4학기 이상,15 ECTS,30 ECTS,준도시 — 소도시 레이던 시내 (암스테르담에서 기차 약 45분),영어,TOEFL iBT 90점 이상 또는 IELTS 6.5점 이상 또는 Cambridge C1 Advanced 180점 이상,유럽 한복판 주말 배낭여행 거점 · 고즈넉한 유럽 대학도시 낭만 · 미식과 카페 문화 유명 도시,GPA:시트 · 어학:웹 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://www.student.universiteitleiden.nl/en/vr/incoming-exchange?cf=university&cd=guest,exchange@sea.leidenuniv.nl
NORWAY,University of Oslo,모든 전공,교환학생 수용하는 모든 학과,C 이상 (ECTS 등급),4학기 이상,명시 없음 (풀타임 기대),제한 없음,도시 — 오슬로 도심에 위치,영어,학부: IELTS 5.0점 또는 TOEFL iBT 60점 이상 / 석사: IELTS 6.5점 또는 TOEFL iBT 90점 이상,교환학생 기숙사 우선 배정 · 피오르드 접한 자연 경관과 도시 조화 · 북유럽 디자인의 현대적 학습 공간,GPA:시트 · 어학:웹 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://www.uio.no/english/studies/admission/exchange/,studieinfo@mn.uio.no
NORWAY,University of Bergen,모든 전공,교환학생 수용하는 모든 학과(의·약·법·음악(Performance/Composition)·미술·디자인 제외),담당자 이메일 문의,2학기 이상 (60 ECTS),30 credits,제한 없음 (통상 30 ECTS),준도시 — 소도시 베르겐 시내 (오슬로에서 기차 약 5시간 (300분)),영어,영어 CEFR B2 이상 (영문학 전공 C1),교환학생 기숙사 보장 · 피오르드와 어우러진 자연 경관 · 북유럽 특유의 고풍스러운 도시 분위기 · 유럽 내 배낭여행 접근성 우수,GPA:이메일문의 · 어학:웹 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://www4.uib.no/en/studies/for-exchange-students-at-uib/how-to-nominate-students-for-exchange-to-uib,incoming@uib.no.
PERU,Pontifical Catholic University of Peru,모든 전공,교환학생 수용하는 모든 학과,담당자 이메일 문의,2학기 이상,1과목 이상,22 PUCP credits (권장 12~15),준도시 — 리마 도심까지 버스 약 30분,스페인어,스페인어 CEFR B2 이상,잉카 문명 유적과 현대 도시 공존하는 독특한 분위기 · 페루 전통 시장과 미식 체험 가능한 문화 중심지,GPA:이메일문의 · 어학:시트 · 수업언어:웹 · 전공:시트 · 위치:AI추정,https://internacionalizacion.pucp.edu.pe/,exchange@pucp.edu.pe
POLAND,SGH Warsaw School of Economics,모든 전공,교환학생 수용하는 모든 학과,제한 없음/명시 없음,2학기 이상,홈교 기준,홈교 기준,준도시 — 바르샤바 도심까지 지하철 약 15분,"폴란드어, 영어",TOEFL iBT 79점 이상 또는 IELTS 6.0점 이상 또는 TOEIC 750점 이상,유럽 중심 위치 주말 여행 편리 · 폴란드 전통 건축물과 현대적 도시 풍경 조화 · 저렴한 물가로 경제적 생활 가능,GPA:시트 · 어학:시트 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://www.sgh.waw.pl/en/student/international-programs-incoming-students,mkomore@sgh.waw.pl
PORTUGAL,Instituto Superior Tecnico (IST),모든 전공,교환학생 수용하는 모든 학과 개방 (건축학 4~5학년만 가능),12.5/20,5학기 이상,6 ECTS,36 ECTS,준도시 — 리스본 도심까지 버스 약 15분,"포르투갈어, 영어",IELTS 5.5점 이상 또는 TOEFL iBT 55점 이상 또는 Duolingo 95점 이상 또는 EFSET 55점 이상,유럽 배낭여행 거점인 대서양 연안 도시 · 공학 특화 대학 내 첨단 연구 시설 · 리스본 미식·카페 문화 체험 가능,GPA:시트 · 어학:시트 · 수업언어:웹 · 전공:시트 · 위치:AI추정,https://aai.tecnico.ulisboa.pt/en/nucleo-de-mobilidade-e-parcerias-internacionais/do-mundo-para-o-tecnico/candidaturas-in/,outsideeurope@tecnico.ulisboa.pt
SINGAPORE,Singapore University of Technology and Design (SUTD),모든 전공,"교환학생 수용하는 모든 학과(ASD, EPD, ESD, ISTD, DAI, HASS, SMT)",3.0/5.0,명시 없음,24 SUTD credits,48 SUTD credits,준도시 — 싱가포르 도심까지 지하철 약 20분,영어,공인성적 불요 (영어 수강 가능 수준),교내 기숙사 미보장·조기신청 필요 · 디자인 중심 교육·창의적 캠퍼스 환경 · 싱가포르 도심 접근성·국제적 생활 경험 · 다국적 학생 교류·글로벌 네트워크 형성,GPA:시트 · 어학:시트 · 수업언어:시트 · 전공:웹 · 위치:AI추정,https://www.sutd.edu.sg/campus-life/global-experience-and-exchange/student-exchange/inbound/inbound-exchange/,global@sutd.edu.sg
SINGAPORE,Nanyang Technological University (NTU),모든 전공,교환학생 수용하는 모든 학과,3.3/5.0,2학기 이상,제한 없음,20 AU (6과목),준도시 — 싱가포르 도심까지 버스 약 45분,영어,IELTS 6.0점 이상 (Writing 6.0) 또는 TOEFL iBT 90점 이상 (홈교 확인서 대체 가능),기숙사 신청 필요 · 현대적 첨단 연구 시설·스마트 캠퍼스 · 열대 정원·호수가 어우러진 자연 친화적 환경 · 미식·쇼핑·관광 명소 접근성 우수,GPA:웹 · 어학:웹 · 수업언어:시트 · 전공:시트 · 위치:AI추정,"1. https://gem.ntu.edu.sg/index.cfm?FuseAction=Programs.ViewProgramAngular&id=10006
 2. https://www.ntu.edu.sg/education/student-exchanges/exchange-programmes/inbound-programmes#Content_C113_Col00",GEM-Trailblazer@ntu.edu.sg
SINGAPORE,Singapore Management University,모든 전공,교환학생 수용하는 모든 학과,제한 없음/명시 없음,2학기 이상,2 SMU credits,4 SMU credits,도시 — 싱가포르 도심에 위치,영어,TOEFL PBT 583점 이상 또는 TOEFL iBT 93점 이상 또는 IELTS 7.0점 이상 또는 C1 Advanced 185점 이상,교내 기숙사 미보장·개인 주거 선택 · 미식과 카페 문화로 유명한 도시 · 대도시라 인턴·문화생활 기회 풍부,GPA:시트 · 어학:시트 · 수업언어:웹 · 전공:시트 · 위치:AI추정,https://geo.smu.edu.sg/study-in-smu/international-student-exchange-programme,isep.inbound@smu.edu.sg
SPAIN,University of Alicante,모든 전공,교환학생 수용하는 모든 학과 개방,제한 없음/명시 없음,2학기 이상,18 ECTS,30 ECTS,준도시 — 알리칸테 도심까지 버스 약 15분,"스페인어, 영어",명시 없음,지중해 휴양지 근접·해변 여가 활동 · 스페인 전통 건축물과 현대적 캠퍼스 조화 · 유럽 배낭여행 거점·주말 여행 편리,GPA:시트 · 어학:시트 · 수업언어:웹 · 전공:시트 · 위치:AI추정,https://sri.ua.es/en/movilidad/incoming-students.html,globalmobility@ua.es
SPAIN,Polytechnic University of Valencia,모든 전공,교환학생 수용하는 모든 학과,제한 없음/명시 없음,2학기 이상,20 ECTS,30 ECTS,준도시 — 발렌시아 도심까지 지하철 약 20분,스페인어,TOEFL iBT 80점 이상,기숙사 미보장·조기신청 필요 · 지중해 휴양지 근접·해변 여가 활동 가능 · 발렌시아 파에야·오렌지 문화 체험 가능,GPA:시트 · 어학:시트 · 수업언어:웹 · 전공:시트 · 위치:AI추정,https://www.upv.es/entidades/OPII/infoweb/pi/info/818854normali.html,macaball@upv.es
SPAIN,Autonomous University of Barcelona,모든 전공,"Faculty of Biosciences, Faculty of Translation and Interpreting",담당자 이메일 문의,4학기 이상,명시 없음 (비자 요건 유의),제한 없음,준도시 — 소도시 셀라트 시내 (바르셀로나에서 버스 및 기차 약 45분),영어,명시 없음,교환학생 기숙사 신청 가능 · 지중해 휴양지 근접해 주말 해변 휴식 가능 · 카탈루냐 전통 시장·타파스 문화 체험 · 바르셀로나 접근성 좋은 소도시 생활,GPA:이메일문의 · 어학:시트 · 수업언어:웹 · 전공:시트 · 위치:AI추정,https://www.uab.cat/web/mobility-international-exchange/mobility-international-exchange-programmes/erasmus-uab-exchange-in/erasmus-exchange-studies-incoming-1345895725317.html,uab.exchange.programme@uab.cat
SPAIN,Esade Business School,글로벌경영학과,교환학생 수용하는 모든 학과,제한 없음/명시 없음,2학기 이상 (1년),20 ECTS,33 ECTS,준도시 — 소도시 산트 쿠가트 델 발레스 중심까지 버스 약 40분 (바르셀로나에서 버스 약 35분),영어,공인성적 불요,바르셀로나 접근성 좋은 소도시 생활 · 유럽 배낭여행 거점 도시 분위기 · 미식·카페 문화 풍부한 도시,GPA:시트 · 어학:시트 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://www.esade.edu/en,maria.gambin@esade.edu
SPAIN,University of Deusto,모든 전공,교환학생 수용하는 모든 학과,담당자 이메일 문의,명시 없음,30 ECTS,제한 없음,준도시 — 빌바오 도심까지 지하철 약 15분,영어,공인성적 불요 (영어 B2 권장),구겐하임 미술관 등 문화 인프라 우수 · 바스크 전통 음식과 와인 문화 체험 · 산악·해안 경관과 도시 접근성 겸비,GPA:이메일문의 · 어학:시트 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://www.deusto.es/es/inicio/internacional/estudiantes-internacionales?_gl=1*oaveu4*_up*MQ..*_ga*NzU1Njg5MzgzLjE3NjU1MzcyNDc.*_ga_ZVJ1XGGKPL*czE3NjU1MzcyNDckbzEkZzEkdDE3NjU1MzcyNDkkajU4JGwwJGgw,incoming@deusto.es
SPAIN,University of Navarra,모든 전공,교환학생 수용하는 모든 학과,2.3/4.0,3학기 이상,24 ECTS,30 ECTS,준도시 — 소도시 팜플로나 시내 (빌바오에서 기차 약 120분),"스페인어, 영어",스페인어 또는 영어 CEFR B2 이상,산페르민 축제 등 전통 문화 체험 가능 · 소도시라 한국인 적고 현지인 교류 용이 · 피레네 산맥 근접 자연 경관 활용,GPA:시트 · 어학:시트 · 수업언어:웹 · 전공:시트 · 위치:AI추정,https://www.unav.edu/estudiantes/programas-de-intercambio/incoming,exchangeunav@unav.es
SPAIN,IE University,모든 전공,교환학생 수용하는 모든 학과 개방,담당자 이메일 문의,1학기 이상,홈교 기준,30 ECTS (+선택 스페인어 3 ECTS),"준도시 — 소도시·마을(세고비아) 소재, 마드리드에서 버스 약 60분",영어,TOEFL iBT 100점 이상 또는 IELTS 7.0점 이상 또는 Duolingo 130점 이상,중세 성곽 도시 낭만적인 분위기 · 마드리드 접근성 좋은 소도시 생활 · 스페인 전통 미식 체험 가능,GPA:이메일문의 · 어학:시트 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://www.ie.edu/university/ieu-experience/international-experience/,geo.incoming@ie.edu
SWEDEN,Halmstad University,모든 전공,교환학생 수용하는 모든 학과,담당자 이메일 문의,2학기 이상 (1년),30 ECTS,45 ECTS,준도시 — 소도시 할름스타드 시내 (예테보리에서 기차 약 120분),영어,영어 CEFR B2 이상,예테보리 접근성 좋은 소도시 생활 · 공학 특화 대학·실험 시설 우수 · 스웨덴 서해안의 한적한 자연 경관,GPA:이메일문의 · 어학:시트 · 수업언어:웹 · 전공:시트 · 위치:AI추정,https://www.hh.se/english/education/apply-to-halmstad-university/apply-as-exchange-student.html,helpdesk.exchange@hh.se
SWEDEN,Linkoping University,모든 전공,교환학생 수용하는 모든 학과,제한 없음/명시 없음,명시 없음 (권장 2~4학기),30 ECTS,45 ECTS,준도시 — 소도시 링셰핑 시내 (스톡홀름에서 기차 약 120분),영어,TOEFL iBT 60점 이상 또는 IELTS 6.0점 이상,스칸디나비아 디자인 체험 가능한 현대적 캠퍼스 · 호반 도시 자연 경관과 자전거 생활 문화 · 스톡홀름 접근성 좋은 유럽 여행 거점,GPA:시트 · 어학:시트 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://liu.se/en/article/application-procedure-faculty-of-arts-and-sciences,international@ffk.liu.se
SWEDEN,Uppsala University,모든 전공,교환학생 수용하는 모든 학과,제한 없음/명시 없음,2학기 이상,22.5 credits (비EU 비자는 30 필요),37.5 credits,준도시 — 소도시 웁살라 시내 (스톡홀름에서 기차 약 45분),영어,영어 CEFR B2 이상,스칸디나비아 최대·최고(最古) 대학 역사 · 중세 유적과 현대적 캠퍼스 조화,GPA:시트 · 어학:시트 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://www.uu.se/en/study/exchange-studies,mobility@uu.se
SWEDEN,Linnaeus University,모든 전공,교환학생 수용하는 모든 학과,담당자 이메일 문의,과정별 상이,30 credits,45 credits,준도시 — 소도시 칼마르 또는 벡셰 시내 (말뫼에서 기차 약 120분),영어,영어 CEFR B2 이상,바다와 가까운 휴양 도시 분위기 · 고즈넉한 유럽 대학도시 낭만 · 유럽 한복판이라 주말 배낭여행 거점으로 최적,GPA:이메일문의 · 어학:시트 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://lnu.se/en/education/exchange-studies/,inexchange@lnu.se
SWITZERLAND,University of Applied Sciences and Arts Northwestern Switzerland,경영대학/사회과학대학,교환학생 수용하는 모든 학과,담당자 이메일 문의,2학기 이상 (60 ECTS),15 ECTS,30~33 ECTS (권장),준도시 — 소도시 올텐 시내 (취리히에서 기차 약 20분),"독일어, 영어",TOEFL iBT 72점 이상 또는 IELTS 6.0점 이상 또는 TOEIC 785점 이상,알프스 근접 자연 경관 접근성 우수 · 취리히 근교 교통 편리성 겸비 · 예술·공학 융합 교육 환경,GPA:이메일문의 · 어학:시트 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://www.fhnw.ch/en/degree-programmes/business/international-experience/offers-for-incoming-students,io.business@fhnw.ch
SWITZERLAND,ZHAW Zurich University of Applied Sciences,모든 전공,교환학생 수용하는 모든 학과,담당자 이메일 문의,2학기 이상 (학사과정),15 ECTS,45 ECTS,준도시 — 소도시 빈터투어 시내 (취리히에서 기차 약 20분),"독일어, 영어",영어 CEFR B2 이상,취리히 접근성 좋은 소도시 생활 · 알프스·유럽 여행 거점 도시 · 스위스 실용주의 교육 환경,GPA:이메일문의 · 어학:시트 · 수업언어:웹 · 전공:시트 · 위치:AI추정,https://www.zhaw.ch/en/sml/study/international/incoming-students,incoming.area1.sml@zhaw.ch
SWITZERLAND,University of Bern,모든 전공,대부분 학부 개방(의·수의학 제외),담당자 이메일 문의,2학기 이상,명시 없음 (권장 20~25 ECTS),30 ECTS,준도시 — 소도시 베른 시내 (취리히에서 기차 약 1시간 20분),"독일어, 영어",TOEFL iBT 80점 이상 또는 IELTS 6.0점 이상,알프스 접근성 좋은 유럽 대학도시 · 유네스코 지정 구시가지 역사 분위기,GPA:이메일문의 · 어학:시트 · 수업언어:웹 · 전공:웹 · 위치:AI추정,https://www.unibe.ch/studies/mobility/incoming/worldwide/worldwide_exchange/application/index_eng.html; incoming.unibe.ch,worldwide.int@unibe.ch
TAIWAN,Feng Chia University,모든 전공,교환학생 수용하는 모든 학과,2.8/4.0,2학기 이상,12 credits (학부) / 3 (대학원),25 credits (학부) / 12 (대학원),준도시 — 타이중 도심까지 버스 약 20분,"중국어, 영어",TOEFL iBT 61점 이상 또는 TOEFL ITP 500점 이상 또는 TOEFL CBT 173점 이상 또는 TOEIC 550점 이상 또는 IELTS 4.0점 이상 또는 HSK Level 5점 이상 또는 TOCFL Level 3점 이상,타이중 미식·야시장 문화 체험 가능 · 대만과 대륙 간 교류 중심지 역사성 · 중부 타이완 교통 허브 접근성,GPA:시트 · 어학:시트 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://oia.fcu.edu.tw/overseas-students/inbound_international/,oia_in@o365.fcu.edu.tw
TAIWAN,National Sun Yat-sen University,모든 전공,교환학생 수용하는 모든 학과,제한 없음/명시 없음,2학기 이상,3 credits,25 credits,준도시 — 가오슝 도심까지 버스 약 30분,영어,명시 없음 (영어 B2 강력 권장),교내 기숙사 미보장·자체 주거 확보 필요 · 가오슝 항구·야경 조망 가능한 캠퍼스 · 대만 남부 미식·야시장 체험 용이 · 휴양지 근처로 주말 여행 편리,GPA:시트 · 어학:시트 · 수업언어:웹 · 전공:시트 · 위치:AI추정,https://oia.nsysu.edu.tw/p/412-1308-20581.php?Lang=en,oia.exchange@mail.nsysu.edu.tw
TAIWAN,National Tsing Hua University,모든 전공,교환학생 수용하는 모든 학과,3.0/4.3,2학기 이상,9 credits (학부; 대학원 1과목),25 credits (학부),준도시 — 신주 도심까지 버스 약 15분,"중국어, 영어",TOEFL iBT 79점 이상 또는 IELTS 6.0점 이상,반도체 산업단지 인접 현장 학습 기회 · 신주 도심 접근성 좋은 교통 인프라 · 대만 대표 과학 기술 명문 대학 명성,GPA:시트 · 어학:시트 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://oga.site.nthu.edu.tw/p/412-1524-18681.php?Lang=en,cyuliu@mx.nthu.edu.tw
TAIWAN,National Chiao Tung University,모든 전공,교환학생 수용 모든 학과 개방(의·약·법 제한 없음),2.75~3.0/4.0 (전공별 상이),4학기 이상,9 NYCU credits (18 ECTS),제한 없음,준도시 — 신베이시 도심까지 버스 약 30분,"중국어, 영어",TOEFL iBT 79점 이상 또는 IELTS 6점 이상 또는 TOEIC 750점 이상 또는 CEFR B1 이상,공학·컴퓨터과학 분야 세계적 명성 · 신베이시 접근성 좋은 교통 인프라 · 대만 전통시장·야시장 문화 체험,GPA:시트 · 어학:시트 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://oia.nycu.edu.tw/oia/en/app/artwebsite/view?module=artwebsite&id=821&serno=a277c341-8d25-4a51-8495-58d1d58bbc5d,ex-in@nycu.edu.tw
TAIWAN,National Chengchi University,모든 전공,교환학생 수용하는 모든 학과,2.75/4.0,명시 없음,명시 없음,25 credits,준도시 — 타이베이 도심까지 버스 약 20분,"중국어, 영어",명시 없음,타이베이 미식·야시장 문화 체험 가능 · 대학로 인근 조용한 주거 환경 · 대만 정치·국제관계 특화 교육 강점,GPA:시트 · 어학:시트 · 수업언어:웹 · 전공:시트 · 위치:AI추정,https://oic.nccu.edu.tw/,ykuo088@g.nccu.edu.tw
TAIWAN,National Taiwan University,모든 전공,교환학생 수용하는 모든 학과,3.0/4.0,1학기 이상,4 credits (2과목),25 credits (학부) / 20 (대학원),준도시 — 타이베이 도심까지 지하철 약 15분,"중국어, 영어",TOEFL iBT 72점 이상 또는 IELTS 5.5점 이상 또는 TOCFL Band B Level 3점 이상 또는 HSK Level 5점 이상,타이베이 도심 접근성 좋은 교통 인프라 · 대만 전통 시장과 현대 문화 공존한 도시 · 한국인에게 친숙한 동아시아 문화 환경,GPA:시트 · 어학:시트 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://isss.ntu.edu.tw/exchange-visiting-students/overview/,intstudent@ntu.edu.tw
THAILAND,Mae Fah Luang University,자연과학대학,12개 학부(15개 중) 개방(의학·약학·법학 제외),제한 없음/명시 없음,2학기 이상,9 credits,21 credits,준도시 — 소도시 치앙라이 시내 (치앙마이에서 버스 약 12시간),영어,명시 없음,기숙사 시설 제공 · 치앙라이의 고즈넉한 산악 도시 분위기 · 태국 북부 전통 문화 체험 기회 풍부 · 저렴한 물가로 배낭여행 겸 생활 가능,GPA:시트 · 어학:시트 · 수업언어:웹 · 전공:웹 · 위치:AI추정,https://en.mfu.ac.th/en-mfu-links/mfu-student-exchange-programme-inbound-students.html,global@mfu.ac.th
THAILAND,Chulalongkorn University,공과대학,교환학생 수용하는 모든 학과,2.75/4.0,2학기 이상,명시 없음,22 credits (학부) / 6 (대학원),준도시 — 방콕 도심까지 버스 약 15분,영어,TOEFL iBT 79점 이상 또는 IELTS 6.0점 이상,태국 전통 시장과 현대적 쇼핑 거리 공존 · 열대 정원형 캠퍼스로 휴식 공간 풍부 · 미식과 스트리트 푸드 천국 도시,GPA:시트 · 어학:시트 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://www.inter.chula.ac.th/exchange/,cuexchange.inbound@chula.ac.th
THAILAND,King Mongkut’s University of Technology Thonburi,자연과학대학,교환학생 수용하는 모든 학과 개방,2.0/4.0,2학기 이상,8 credits,12 credits,준도시 — 방콕 도심까지 버스 약 30분,"태국어, 영어",명시 없음,방콕 미식·야시장 체험 기회 풍부 · 열대 휴양지 접근성 좋은 대도시,GPA:시트 · 어학:시트 · 수업언어:웹 · 전공:시트 · 위치:AI추정,https://eds.kmutt.ac.th/curriculum/courses-offered/fsci/,nitchakarn.jer@mail.kmutt.ac.th
TURKEY,Hacettepe University,모든 전공,교환학생 수용하는 모든 학과,명시 없음 (4.0 스케일만 기재),2학기 이상,30 ECTS (표준 부하),30 ECTS (표준 부하),준도시 — 앙카라 도심까지 버스 약 20분,"터키어, 영어",수업언어 CEFR B1 이상,교환학생 기숙사 예약 가능 · 터키 전통 시장과 현대 상권 공존하는 활기찬 도시 · 유럽-아시아 연결점으로 주말 여행 접근성 우수 · 역사적 유적지와 현대적 인프라가 공존하는 수도,GPA:시트 · 어학:시트 · 수업언어:웹 · 전공:시트 · 위치:AI추정,https://www.hacettepe.edu.tr/international/international_students,uob@hacettepe.edu.tr
TURKEY,Ankara University,모든 전공,교환학생 수용하는 모든 학과,담당자 이메일 문의,1학기 이상,명시 없음,단과대별 상이,준도시 — 앙카라 도심까지 버스 약 15분,"터키어, 영어",터키어 또는 영어 CEFR B2 이상,터키 전통 시장과 현대식 쇼핑몰 공존 · 유럽-아시아 문화 교류 중심지,GPA:이메일문의 · 어학:시트 · 수업언어:시트 · 전공:시트 · 위치:AI추정,https://iso.ankara.edu.tr/,iso@ankara.edu.tr
